what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514873828605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514873844538
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1514874223372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1514874287262
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1514874312934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514874312950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514874315153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514874315216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514874315934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514875372444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514875429694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514875430929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514876181004
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1514876184929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514876189576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514876194974
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1514876195344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1514876195398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514876334185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514876359856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514877385441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514877390183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514878854373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514879017570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514879019170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514879021125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514879026980
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1514880465027
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1514880466180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881012102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881013503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881014513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881191089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881250709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881282803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881300221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881305408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881314213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881326336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881412271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514881415059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514882184484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514882187648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514882652414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514882660706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888003763
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1514888008798
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1514888009001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888024452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888669331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888670511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888672580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888674048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888674683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888897597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514888903524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514890713560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514890724382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514890821923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514890826370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514893560622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514894411456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514941411967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514941456322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514941462714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514941464188
